case_id,task,resource,start_time,completion_time,ApplicationType,LoanGoal,RequestedAmount
146,W_Complete application,User_17,2020-01-03 01:00:00.000000,2020-01-03 01:05:13.386590,"New credit","Car","18.289693981785796"
147,W_Complete application,User_33,2020-01-03 01:01:05.405921,2020-01-03 01:06:52.806999,"Limit raise","Other, see explanation","12827.717597397252"
150,W_Complete application,User_17,2020-01-03 01:05:13.386590,2020-01-03 01:06:56.757299,"Limit raise","Existing loan takeover","0.2980261742313499"
143,W_Complete application,User_38,2020-01-03 00:59:22.997913,2020-01-03 01:07:05.235199,"New credit","Car","13.87502790923478"
137,W_Complete application,User_29,2020-01-03 00:48:39.369623,2020-01-03 01:07:35.447547,"New credit","Car","2502.3714591333683"
148,W_Complete application,User_95,2020-01-03 01:04:07.211322,2020-01-03 01:09:41.807264,"New credit","Other, see explanation","334.1558453040419"
59,W_Call after offers,User_95,2020-01-03 01:09:41.807264,2020-01-03 01:10:27.169302,"New credit","Other, see explanation","5530.854667982479"
17,W_Complete application,User_95,2020-01-03 01:10:27.169302,2020-01-03 01:11:24.874212,"Limit raise","Car","5151.563006184279"
151,W_Handle leads,User_33,2020-01-03 01:06:52.806999,2020-01-03 01:12:04.371729,"Limit raise","Existing loan takeover","1993.4373134437567"
154,W_Complete application,User_29,2020-01-03 01:07:35.447547,2020-01-03 01:13:10.336832,"New credit","Car","71366.30124232502"
152,W_Complete application,User_17,2020-01-03 01:06:56.757299,2020-01-03 01:14:19.999556,"New credit","Unknown","3550.632895779962"
18,W_Call after offers,User_33,2020-01-03 01:12:04.371729,2020-01-03 01:14:33.570450,"New credit","Car","2406.102654846318"
153,W_Complete application,User_38,2020-01-03 01:07:05.235199,2020-01-03 01:15:27.621562,"New credit","Existing loan takeover","17853.984697961416"
155,W_Call after offers,User_17,2020-01-03 01:14:19.999556,2020-01-03 01:15:36.537049,"Limit raise","Car","2466.5603494728516"
15,W_Call after offers,User_95,2020-01-03 01:11:24.874212,2020-01-03 01:15:38.013400,"New credit","Existing loan takeover","1.1094013206590998"
21,W_Call after offers,User_29,2020-01-03 01:13:10.336832,2020-01-03 01:17:06.888624,"New credit","Car","2.6117120659134945"
158,W_Complete application,User_17,2020-01-03 01:15:36.537049,2020-01-03 01:17:37.660934,"Limit raise","Other, see explanation","0.06888015953668973"
24,W_Call after offers,User_17,2020-01-03 01:17:37.660934,2020-01-03 01:18:35.428071,"Limit raise","Other, see explanation","51166.31230469127"
61,W_Call after offers,User_95,2020-01-03 01:15:38.013400,2020-01-03 01:20:46.839413,"New credit","Boat","0.3868590535749094"
149,W_Complete application,User_73,2020-01-03 01:04:53.262586,2020-01-03 01:21:50.397833,"New credit","Boat","629.6872623905598"
157,W_Call after offers,User_38,2020-01-03 01:15:27.621562,2020-01-03 01:22:03.285744,"New credit","Car","5029.4942213848635"
156,W_Complete application,User_33,2020-01-03 01:14:33.570450,2020-01-03 01:22:28.555891,"New credit","Existing loan takeover","33225.538134272"
23,W_Complete application,User_17,2020-01-03 01:18:35.428071,2020-01-03 01:23:02.126523,"New credit","Home improvement","0.012324528680870323"
22,W_Call after offers,User_73,2020-01-03 01:21:50.397833,2020-01-03 01:23:44.990952,"New credit","Existing loan takeover","3974.906053797208"
31,W_Call after offers,User_17,2020-01-03 01:23:02.126523,2020-01-03 01:23:53.497610,"New credit","Car","3256.668212987607"
1,W_Call after offers,User_33,2020-01-03 01:22:28.555891,2020-01-03 01:25:51.195468,"New credit","Home improvement","4430.174422963953"
28,W_Call after offers,User_95,2020-01-03 01:20:46.839413,2020-01-03 01:26:17.274152,"New credit","Car","1487.7308792548747"
30,W_Call after offers,User_73,2020-01-03 01:23:44.990952,2020-01-03 01:27:14.275369,"New credit","Car","2151.6287063202535"
33,W_Complete application,User_17,2020-01-03 01:23:53.497610,2020-01-03 01:28:32.342146,"New credit","Home improvement","2554.7411434743135"
19,W_Call after offers,User_29,2020-01-03 01:17:06.888624,2020-01-03 01:28:45.434190,"New credit","Car","46013.35037261949"
26,W_Call after offers,User_38,2020-01-03 01:22:03.285744,2020-01-03 01:29:38.436080,"New credit","Car","29234.322417219722"
65,W_Call after offers,User_17,2020-01-03 01:28:32.342146,2020-01-03 01:30:15.657005,"New credit","Home improvement","54101.009986354526"
64,W_Complete application,User_73,2020-01-03 01:27:14.275369,2020-01-03 01:30:35.023115,"New credit","Existing loan takeover","28.656522610583107"
29,W_Validate application,User_100,2020-01-03 01:23:44.990952,2020-01-03 01:30:38.860574,"New credit","Extra spending limit","79891.14851705485"
66,W_Complete application,User_38,2020-01-03 01:29:38.436080,2020-01-03 01:31:16.956995,"Limit raise","Caravan / Camper","16398.58108897767"
62,W_Call after offers,User_95,2020-01-03 01:26:17.274152,2020-01-03 01:31:29.342074,"New credit","Car","146934.53139558528"
3,W_Call after offers,User_17,2020-01-03 01:30:15.657005,2020-01-03 01:31:42.192893,"New credit","Home improvement","12657.473768689772"
70,W_Call after offers,User_17,2020-01-03 01:31:42.192893,2020-01-03 01:33:44.881218,"New credit","Not speficied","0.05529582152400843"
4,W_Call after offers,User_38,2020-01-03 01:31:16.956995,2020-01-03 01:35:19.408044,"New credit","Car","9.205188465043536"
32,W_Complete application,User_33,2020-01-03 01:25:51.195468,2020-01-03 01:35:38.701778,"New credit","Home improvement","588.5345879616831"
69,W_Complete application,User_95,2020-01-03 01:31:29.342074,2020-01-03 01:36:25.818516,"Limit raise","Other, see explanation","243.86198875979335"
68,W_Call after offers,User_17,2020-01-03 01:33:44.881218,2020-01-03 01:37:11.424323,"New credit","Car","9439.459821333161"
0,W_Complete application,User_73,2020-01-03 01:30:35.023115,2020-01-03 01:37:56.132092,"New credit","Existing loan takeover","408.10862288989114"
71,W_Call after offers,User_33,2020-01-03 01:35:38.701778,2020-01-03 01:39:07.907478,"Limit raise","Home improvement","2552.692449494233"
72,W_Call after offers,User_95,2020-01-03 01:36:25.818516,2020-01-03 01:39:30.243257,"Limit raise","Unknown","30178.103460341346"
75,W_Complete application,User_73,2020-01-03 01:37:56.132092,2020-01-03 01:40:28.080753,"Limit raise","Car","10465.422652876996"
77,W_Call after offers,User_73,2020-01-03 01:40:28.080753,2020-01-03 01:42:16.655894,"Limit raise","Home improvement","261.73264939748"
63,W_Complete application,User_29,2020-01-03 01:28:45.434190,2020-01-03 01:42:55.277425,"New credit","Car","8492.886974187662"
73,W_Complete application,User_17,2020-01-03 01:37:11.424323,2020-01-03 01:43:25.870840,"New credit","Remaining debt home","2602.006378538641"
76,W_Call after offers,User_95,2020-01-03 01:39:30.243257,2020-01-03 01:43:29.138963,"New credit","Car","270.19176947769296"
67,W_Call after offers,User_38,2020-01-03 01:35:19.408044,2020-01-03 01:43:29.362670,"New credit","Existing loan takeover","2869.4302022815295"
79,W_Call after offers,User_17,2020-01-03 01:43:25.870840,2020-01-03 01:45:44.538343,"New credit","Unknown","53004.08481109992"
74,W_Complete application,User_33,2020-01-03 01:39:07.907478,2020-01-03 01:47:06.811396,"New credit","Existing loan takeover","8569.308809722877"
80,W_Call after offers,User_29,2020-01-03 01:42:55.277425,2020-01-03 01:47:25.226344,"Limit raise","Car","1971.982152640911"
78,W_Complete application,User_73,2020-01-03 01:42:16.655894,2020-01-03 01:51:10.827389,"New credit","Unknown","2703.5767420128927"
82,W_Complete application,User_38,2020-01-03 01:43:29.362670,2020-01-03 01:51:34.060363,"New credit","Existing loan takeover","15932.331532041913"
83,W_Complete application,User_17,2020-01-03 01:45:44.538343,2020-01-03 01:52:42.823977,"New credit","Car","26587.315862823678"
161,W_Handle leads,User_17,2020-01-03 01:52:42.823977,2020-01-03 01:52:53.668770,"New credit","Existing loan takeover","49.90000164896875"
85,W_Call after offers,User_29,2020-01-03 01:47:25.226344,2020-01-03 01:52:56.699238,"New credit","Car","180.207369834212"
84,W_Complete application,User_33,2020-01-03 01:47:06.811396,2020-01-03 01:54:21.467552,"New credit","Existing loan takeover","7480.990826010228"
162,W_Call after offers,User_17,2020-01-03 01:52:53.668770,2020-01-03 01:56:10.745705,"New credit","Existing loan takeover","22064.711719685638"
160,W_Complete application,User_38,2020-01-03 01:51:34.060363,2020-01-03 01:57:20.452879,"New credit","Car","194482.3860650846"
81,W_Complete application,User_95,2020-01-03 01:43:29.138963,2020-01-03 01:57:58.692806,"New credit","Existing loan takeover","23.703094320012116"
165,W_Complete application,User_17,2020-01-03 01:56:10.745705,2020-01-03 01:59:06.298505,"Limit raise","Car","133.23566582593838"
166,W_Complete application,User_38,2020-01-03 01:57:20.452879,2020-01-03 02:02:25.747206,"New credit","Existing loan takeover","109.64486155033849"
167,W_Complete application,User_95,2020-01-03 01:57:58.692806,2020-01-03 02:02:54.234009,"New credit","Car","3350.1977236289354"
164,W_Complete application,User_33,2020-01-03 01:54:21.467552,2020-01-03 02:04:30.877069,"New credit","Home improvement","32751.01398632102"
159,W_Complete application,User_73,2020-01-03 01:51:10.827389,2020-01-03 02:04:34.936114,"New credit","Remaining debt home","4.892918021535588"
168,W_Complete application,User_17,2020-01-03 01:59:06.298505,2020-01-03 02:04:56.118761,"New credit","Home improvement","0.054061468613067605"
163,W_Call after offers,User_29,2020-01-03 01:52:56.699238,2020-01-03 02:04:56.417342,"New credit","Car","15158.07252792919"
170,W_Handle leads,User_33,2020-01-03 02:04:30.877069,2020-01-03 02:05:54.727289,"New credit","Existing loan takeover","0.596313129357482"
172,W_Complete application,User_73,2020-01-03 02:04:34.936114,2020-01-03 02:07:16.148072,"Limit raise","Home improvement","17619.420871095863"
171,W_Complete application,User_95,2020-01-03 02:04:30.877069,2020-01-03 02:08:41.275251,"New credit","Car","139765.8263338189"
169,W_Complete application,User_38,2020-01-03 02:02:25.747206,2020-01-03 02:08:53.981592,"New credit","Existing loan takeover","26.990470296818188"
173,W_Complete application,User_17,2020-01-03 02:04:56.118761,2020-01-03 02:10:58.385639,"New credit","Car","59563.05122675062"
177,W_Complete application,User_95,2020-01-03 02:08:41.275251,2020-01-03 02:12:21.991634,"New credit","Car","2880.347645952299"
178,W_Complete application,User_38,2020-01-03 02:08:53.981592,2020-01-03 02:13:46.577596,"New credit","Car","3625.9445945362368"
174,W_Complete application,User_29,2020-01-03 02:04:56.417342,2020-01-03 02:13:58.454980,"New credit","Other, see explanation","28511.26855171385"
176,W_Complete application,User_73,2020-01-03 02:07:16.148072,2020-01-03 02:15:20.017754,"New credit","Other, see explanation","2253.6887043206007"
175,W_Complete application,User_33,2020-01-03 02:05:54.727289,2020-01-03 02:16:15.326670,"New credit","Home improvement","4297.511486713231"
183,W_Complete application,User_73,2020-01-03 02:15:20.017754,2020-01-03 02:16:49.687491,"Limit raise","Other, see explanation","3812.499059340946"
180,W_Complete application,User_95,2020-01-03 02:12:21.991634,2020-01-03 02:17:53.650413,"New credit","Car","4899.530449612766"
181,W_Call after offers,User_38,2020-01-03 02:13:46.577596,2020-01-03 02:18:06.956363,"New credit","Other, see explanation","71984.99198853842"
184,W_Handle leads,User_33,2020-01-03 02:16:15.326670,2020-01-03 02:19:08.665561,"New credit","Existing loan takeover","1427.3309274223382"
179,W_Complete application,User_17,2020-01-03 02:10:58.385639,2020-01-03 02:19:49.224248,"New credit","Unknown","482.59994437771184"
185,W_Complete application,User_73,2020-01-03 02:16:49.687491,2020-01-03 02:22:11.740379,"Limit raise","Car","88633.19060706862"
188,W_Handle leads,User_33,2020-01-03 02:19:08.665561,2020-01-03 02:24:15.828050,"New credit","Unknown","0.015209123675653967"
187,W_Complete application,User_38,2020-01-03 02:18:06.956363,2020-01-03 02:24:27.020299,"New credit","Existing loan takeover","11948.739364411822"
189,W_Complete application,User_17,2020-01-03 02:19:49.224248,2020-01-03 02:26:24.441615,"New credit","Car","869.9972020034029"
190,W_Complete application,User_73,2020-01-03 02:22:11.740379,2020-01-03 02:27:50.857640,"New credit","Home improvement","1998.5424675308843"
186,W_Complete application,User_95,2020-01-03 02:17:53.650413,2020-01-03 02:28:01.761019,"New credit","Home improvement","825.5710965356246"
194,W_Call after offers,User_73,2020-01-03 02:27:50.857640,2020-01-03 02:30:20.641771,"New credit","Existing loan takeover","4794.749309865063"
193,W_Complete application,User_17,2020-01-03 02:26:24.441615,2020-01-03 02:30:57.178541,"New credit","Car","313.3611834470914"
195,W_Handle leads,User_17,2020-01-03 02:30:57.178541,2020-01-03 02:30:57.195658,"New credit","Existing loan takeover","3772.3717338041292"
196,W_Call after offers,User_95,2020-01-03 02:30:57.178541,2020-01-03 02:31:34.148356,"New credit","Home improvement","732.8430099478336"
197,W_Call after offers,User_73,2020-01-03 02:30:57.178541,2020-01-03 02:34:35.770024,"New credit","Car","8.080611927564494"
192,W_Complete application,User_38,2020-01-03 02:24:27.020299,2020-01-03 02:35:39.630237,"New credit","Unknown","6.33172413155292"
182,W_Complete application,User_29,2020-01-03 02:13:58.454980,2020-01-03 02:36:25.402556,"New credit","Car","2.144982242631728"
198,W_Complete application,User_17,2020-01-03 02:30:57.195658,2020-01-03 02:36:30.822922,"Limit raise","Unknown","9607.026957429367"
191,W_Complete application,User_33,2020-01-03 02:24:15.828050,2020-01-03 02:37:25.677631,"New credit","Car","2152.799337097245"
199,W_Handle leads,User_38,2020-01-03 02:35:39.630237,2020-01-03 02:37:41.698466,"New credit","Existing loan takeover","38.24687366271838"
200,W_Handle leads,User_17,2020-01-03 02:36:30.822922,2020-01-03 02:37:41.779920,"New credit","Home improvement","40549.46798159662"
203,W_Complete application,User_73,2020-01-03 02:36:30.822922,2020-01-03 02:42:21.543347,"New credit","Other, see explanation","117648.00015300649"
206,W_Complete application,User_17,2020-01-03 02:37:41.779920,2020-01-03 02:43:20.906805,"New credit","Other, see explanation","35619.67131625679"
204,W_Complete application,User_33,2020-01-03 02:37:25.677631,2020-01-03 02:47:31.535820,"New credit","Home improvement","2772.941927288934"
208,W_Complete application,User_17,2020-01-03 02:43:20.906805,2020-01-03 02:48:59.784630,"New credit","Unknown","17497.358214558786"
201,W_Complete application,User_95,2020-01-03 02:36:30.822922,2020-01-03 02:49:00.549551,"New credit","Home improvement","8666.711161940848"
205,W_Complete application,User_38,2020-01-03 02:37:41.698466,2020-01-03 02:49:07.592282,"New credit","Boat","78102.46482952683"
207,W_Complete application,User_73,2020-01-03 02:42:21.543347,2020-01-03 02:50:39.310692,"New credit","Tax payments","28.434384256372383"
211,W_Handle leads,User_38,2020-01-03 02:49:07.592282,2020-01-03 02:51:25.319718,"New credit","Existing loan takeover","1.6604721301208178"
210,W_Handle leads,User_17,2020-01-03 02:48:59.784630,2020-01-03 02:51:31.804357,"New credit","Car","3736.1779796206833"
202,W_Complete application,User_29,2020-01-03 02:36:30.822922,2020-01-03 02:53:00.541842,"New credit","Other, see explanation","2737.0654722340614"
212,W_Complete application,User_95,2020-01-03 02:49:07.592282,2020-01-03 02:54:02.485294,"New credit","Other, see explanation","2440.735238385314"
213,W_Complete application,User_73,2020-01-03 02:50:39.310692,2020-01-03 02:54:46.570123,"New credit","Home improvement","5643.4916989809535"
215,W_Complete application,User_17,2020-01-03 02:51:31.804357,2020-01-03 02:55:14.914039,"New credit","Car","5.386396235801007e-08"
214,W_Complete application,User_38,2020-01-03 02:51:25.319718,2020-01-03 02:55:57.020583,"New credit","Existing loan takeover","56.05245600203167"
218,W_Complete application,User_73,2020-01-03 02:54:46.570123,2020-01-03 02:56:54.891109,"Limit raise","Home improvement","143.90894720967628"
219,W_Complete application,User_17,2020-01-03 02:55:14.914039,2020-01-03 02:57:29.635978,"Limit raise","Other, see explanation","26592.021292492056"
220,W_Complete application,User_38,2020-01-03 02:55:57.020583,2020-01-03 02:59:17.235772,"Limit raise","Car","2590.5016617393876"
217,W_Complete application,User_95,2020-01-03 02:54:02.485294,2020-01-03 03:02:55.595848,"New credit","Home improvement","12027.454385601379"
222,W_Complete application,User_17,2020-01-03 02:57:29.635978,2020-01-03 03:03:12.704319,"New credit","Home improvement","16760.26981184117"
223,W_Complete application,User_38,2020-01-03 02:59:17.235772,2020-01-03 03:03:31.162591,"New credit","Existing loan takeover","6450.8300842186145"
221,W_Complete application,User_73,2020-01-03 02:56:54.891109,2020-01-03 03:03:54.483602,"New credit","Existing loan takeover","4.4165334674915435"
209,W_Complete application,User_33,2020-01-03 02:47:31.535820,2020-01-03 03:05:53.223227,"New credit","Unknown","9023.013240715653"
225,W_Complete application,User_17,2020-01-03 03:03:12.704319,2020-01-03 03:06:04.873586,"New credit","Other, see explanation","62214.31092750653"
224,W_Complete application,User_95,2020-01-03 03:02:55.595848,2020-01-03 03:06:29.514733,"Limit raise","Home improvement","10267.46425795594"
226,W_Call after offers,User_38,2020-01-03 03:03:31.162591,2020-01-03 03:07:25.999060,"New credit","Extra spending limit","7630.199823810798"
227,W_Complete application,User_73,2020-01-03 03:03:54.483602,2020-01-03 03:10:04.101401,"Limit raise","Home improvement","62752.55196834743"
87,W_Call after offers,User_73,2020-01-03 03:10:04.101401,2020-01-03 03:11:00.883132,"New credit","Other, see explanation","104970.30980111277"
229,W_Complete application,User_17,2020-01-03 03:06:04.873586,2020-01-03 03:11:05.584189,"New credit","Existing loan takeover","929.8432390357518"
230,W_Complete application,User_95,2020-01-03 03:06:29.514733,2020-01-03 03:11:58.871051,"New credit","Car","17198.955719194666"
233,W_Call after offers,User_95,2020-01-03 03:11:58.871051,2020-01-03 03:12:40.891504,"New credit","Home improvement","8.497056251104346e-05"
216,W_Complete application,User_29,2020-01-03 02:53:00.541842,2020-01-03 03:14:23.326783,"New credit","Unknown","520.5541181574998"
231,W_Complete application,User_73,2020-01-03 03:11:00.883132,2020-01-03 03:15:15.847930,"New credit","Car","609.4327027572281"
232,W_Complete application,User_17,2020-01-03 03:11:05.584189,2020-01-03 03:15:21.529543,"New credit","Car","3.537296549242707"
236,W_Handle leads,User_17,2020-01-03 03:15:21.529543,2020-01-03 03:16:49.874903,"New credit","Not speficied","3699.8713584825146"
228,W_Complete application,User_33,2020-01-03 03:05:53.223227,2020-01-03 03:18:54.863221,"Limit raise","Caravan / Camper","0.0006339714411336705"
238,W_Complete application,User_17,2020-01-03 03:16:49.874903,2020-01-03 03:20:18.018899,"New credit","Car","6.514697891180015"
237,W_Complete application,User_73,2020-01-03 03:15:21.529543,2020-01-03 03:21:34.848504,"New credit","Car","8018.882703058783"
235,W_Call after offers,User_29,2020-01-03 03:14:23.326783,2020-01-03 03:22:34.549793,"New credit","Existing loan takeover","4931.074417104418"
86,W_Call after offers,User_38,2020-01-03 03:07:25.999060,2020-01-03 03:23:02.599949,"New credit","Home improvement","27561.93286654023"
234,W_Complete application,User_95,2020-01-03 03:12:40.891504,2020-01-03 03:24:27.514325,"New credit","Home improvement","730.3180921707724"
240,W_Complete application,User_17,2020-01-03 03:20:18.018899,2020-01-03 03:26:09.734983,"New credit","Home improvement","3151.9914279643363"
243,W_Handle leads,User_38,2020-01-03 03:23:02.599949,2020-01-03 03:26:19.767865,"New credit","Home improvement","33689.87947457495"
239,W_Complete application,User_33,2020-01-03 03:18:54.863221,2020-01-03 03:26:46.785181,"New credit","Other, see explanation","152771.49594605417"
244,W_Handle leads,User_17,2020-01-03 03:26:09.734983,2020-01-03 03:26:51.832899,"New credit","Home improvement","25197.269257830376"
241,W_Complete application,User_73,2020-01-03 03:21:34.848504,2020-01-03 03:27:48.371698,"New credit","Car","1.9052452553846455"
248,W_Complete application,User_17,2020-01-03 03:26:51.832899,2020-01-03 03:31:12.757229,"New credit","Not speficied","0.5211908684410539"
249,W_Complete application,User_73,2020-01-03 03:27:48.371698,2020-01-03 03:32:46.546872,"New credit","Car","11382.356371405722"
245,W_Complete application,User_95,2020-01-03 03:26:09.734983,2020-01-03 03:32:52.162746,"New credit","Existing loan takeover","34343.800510422705"
250,W_Complete application,User_17,2020-01-03 03:31:12.757229,2020-01-03 03:34:58.026128,"New credit","Existing loan takeover","1365.7585324699173"
247,W_Complete application,User_33,2020-01-03 03:26:46.785181,2020-01-03 03:37:47.165119,"New credit","Home improvement","82506.09544945737"
252,W_Complete application,User_95,2020-01-03 03:32:52.162746,2020-01-03 03:39:12.361650,"New credit","Other, see explanation","1500.5509958377882"
246,W_Complete application,User_38,2020-01-03 03:26:19.767865,2020-01-03 03:39:19.164570,"New credit","Unknown","20248.286723164932"
251,W_Complete application,User_73,2020-01-03 03:32:46.546872,2020-01-03 03:39:20.893195,"New credit","Car","2.7198383068447798e-05"
253,W_Complete application,User_17,2020-01-03 03:34:58.026128,2020-01-03 03:40:38.312662,"New credit","Existing loan takeover","684.690346408925"
254,W_Handle leads,User_33,2020-01-03 03:37:47.165119,2020-01-03 03:42:46.971398,"New credit","Car","215.86271926450425"
242,W_Complete application,User_29,2020-01-03 03:22:34.549793,2020-01-03 03:43:29.342096,"New credit","Unknown","45.733168040087875"
258,W_Complete application,User_17,2020-01-03 03:40:38.312662,2020-01-03 03:44:18.435707,"New credit","Home improvement","22276.41009174506"
257,W_Complete application,User_73,2020-01-03 03:39:20.893195,2020-01-03 03:44:23.007593,"New credit","Car","232.6354886777241"
256,W_Complete application,User_38,2020-01-03 03:39:19.164570,2020-01-03 03:45:04.418204,"New credit","Car","1842.05818248705"
90,W_Call after offers,User_73,2020-01-03 03:44:23.007593,2020-01-03 03:46:30.136427,"New credit","Home improvement","1261.8908339144116"
255,W_Complete application,User_95,2020-01-03 03:39:12.361650,2020-01-03 03:47:50.159706,"New credit","Home improvement","25805.17950930585"
88,W_Complete application,User_17,2020-01-03 03:44:18.435707,2020-01-03 03:48:51.458064,"New credit","Car","1254.2371235344942"
92,W_Call after offers,User_73,2020-01-03 03:46:30.136427,2020-01-03 03:48:55.276256,"New credit","Other, see explanation","1236.1938298948367"
259,W_Complete application,User_33,2020-01-03 03:42:46.971398,2020-01-03 03:49:24.539674,"New credit","Car","64297.862795257264"
260,W_Complete application,User_29,2020-01-03 03:43:29.342096,2020-01-03 03:51:42.389748,"New credit","Home improvement","13.146296920278147"
93,W_Call after offers,User_95,2020-01-03 03:47:50.159706,2020-01-03 03:53:08.592621,"Limit raise","Home improvement","2.1406296181513396"
261,W_Complete application,User_17,2020-01-03 03:48:51.458064,2020-01-03 03:54:20.304340,"New credit","Home improvement","63981.54458342848"
262,W_Complete application,User_73,2020-01-03 03:48:55.276256,2020-01-03 03:54:25.508432,"New credit","Car","5655.854520001004"
265,W_Complete application,User_95,2020-01-03 03:53:08.592621,2020-01-03 03:58:18.109431,"New credit","Extra spending limit","14192.72480708363"
266,W_Complete application,User_17,2020-01-03 03:54:20.304340,2020-01-03 03:58:45.374548,"New credit","Existing loan takeover","0.7163373103867188"
268,W_Complete application,User_95,2020-01-03 03:58:18.109431,2020-01-03 03:59:39.991162,"Limit raise","Extra spending limit","1294.7433957068945"
91,W_Call after offers,User_38,2020-01-03 03:45:04.418204,2020-01-03 04:01:04.486551,"New credit","Home improvement","83628.59109945378"
269,W_Complete application,User_17,2020-01-03 03:58:45.374548,2020-01-03 04:01:40.834291,"Limit raise","Car","2319.6698537752995"
267,W_Complete application,User_73,2020-01-03 03:54:25.508432,2020-01-03 04:02:26.495760,"New credit","Existing loan takeover","1360.7780482033336"
272,W_Complete application,User_17,2020-01-03 04:01:40.834291,2020-01-03 04:03:43.288531,"New credit","Existing loan takeover","53454.3168649938"
271,W_Complete application,User_38,2020-01-03 04:01:04.486551,2020-01-03 04:04:30.876926,"New credit","Other, see explanation","8.602271865573949"
263,W_Complete application,User_33,2020-01-03 03:49:24.539674,2020-01-03 04:05:47.564238,"New credit","Existing loan takeover","4.804877149429224"
274,W_Call after offers,User_17,2020-01-03 04:03:43.288531,2020-01-03 04:07:21.562595,"New credit","Existing loan takeover","0.5003936591552007"
264,W_Complete application,User_29,2020-01-03 03:51:42.389748,2020-01-03 04:07:31.901345,"New credit","Car","8178.192590191895"
273,W_Complete application,User_73,2020-01-03 04:02:26.495760,2020-01-03 04:08:07.085642,"New credit","Home improvement","0.07780947250091641"
277,W_Complete application,User_17,2020-01-03 04:07:21.562595,2020-01-03 04:09:21.079228,"Limit raise","Car","47.632926462393456"
275,W_Complete application,User_38,2020-01-03 04:04:30.876926,2020-01-03 04:11:07.010294,"New credit","Car","947.7654731292448"
270,W_Complete application,User_95,2020-01-03 03:59:39.991162,2020-01-03 04:13:10.367743,"New credit","Existing loan takeover","3288.677507692777"
279,W_Complete application,User_73,2020-01-03 04:08:07.085642,2020-01-03 04:14:43.163633,"New credit","Existing loan takeover","17558.5336134056"
280,W_Complete application,User_17,2020-01-03 04:09:21.079228,2020-01-03 04:14:56.253005,"New credit","Not speficied","1010.9119768535769"
276,W_Complete application,User_33,2020-01-03 04:05:47.564238,2020-01-03 04:16:10.907720,"New credit","Home improvement","80913.4908065573"
281,W_Complete application,User_38,2020-01-03 04:11:07.010294,2020-01-03 04:16:59.078604,"New credit","Car","134.31274760157643"
283,W_Complete application,User_73,2020-01-03 04:14:43.163633,2020-01-03 04:17:58.019009,"New credit","Car","678.1494229193262"
284,W_Complete application,User_17,2020-01-03 04:14:56.253005,2020-01-03 04:20:40.338188,"New credit","Unknown","24382.02496878915"
286,W_Complete application,User_38,2020-01-03 04:16:59.078604,2020-01-03 04:21:43.944700,"New credit","Home improvement","8522.944157367381"
287,W_Complete application,User_73,2020-01-03 04:17:58.019009,2020-01-03 04:23:30.928811,"New credit","Unknown","50337.583644718456"
282,W_Complete application,User_95,2020-01-03 04:13:10.367743,2020-01-03 04:24:40.172969,"New credit","Home improvement","8481.07348212877"
285,W_Complete application,User_33,2020-01-03 04:16:10.907720,2020-01-03 04:25:12.577980,"New credit","Existing loan takeover","13280.050177947403"
288,W_Complete application,User_17,2020-01-03 04:20:40.338188,2020-01-03 04:26:40.595709,"New credit","Other, see explanation","9601.697934404954"
289,W_Complete application,User_38,2020-01-03 04:21:43.944700,2020-01-03 04:26:59.980449,"New credit","Home improvement","924.3307163353039"
291,W_Complete application,User_95,2020-01-03 04:24:40.172969,2020-01-03 04:27:32.516001,"Limit raise","Car","1986.353103155216"
290,W_Complete application,User_73,2020-01-03 04:23:30.928811,2020-01-03 04:28:54.213478,"New credit","Car","85.13042829326102"
292,W_Complete application,User_33,2020-01-03 04:25:12.577980,2020-01-03 04:31:52.731951,"New credit","Tax payments","35813.00906934731"
294,W_Call after offers,User_38,2020-01-03 04:26:59.980449,2020-01-03 04:35:05.413167,"New credit","Car","21085.869011431332"
296,W_Complete application,User_73,2020-01-03 04:28:54.213478,2020-01-03 04:35:55.333964,"New credit","Existing loan takeover","11988.67222086734"
293,W_Complete application,User_17,2020-01-03 04:26:40.595709,2020-01-03 04:35:57.911494,"New credit","Unknown","237.79645980316195"
298,W_Handle leads,User_38,2020-01-03 04:35:05.413167,2020-01-03 04:36:39.156114,"New credit","Home improvement","17348.444418731775"
297,W_Complete application,User_33,2020-01-03 04:31:52.731951,2020-01-03 04:37:41.079775,"New credit","Car","78780.9047485"
299,W_Complete application,User_73,2020-01-03 04:35:55.333964,2020-01-03 04:39:03.210418,"New credit","Home improvement","494.2468320080577"
300,W_Complete application,User_17,2020-01-03 04:35:57.911494,2020-01-03 04:40:45.694491,"New credit","Unknown","31576.33440637159"
295,W_Complete application,User_95,2020-01-03 04:27:32.516001,2020-01-03 04:40:53.615758,"New credit","Existing loan takeover","2493.0478311656084"
302,W_Call after offers,User_33,2020-01-03 04:37:41.079775,2020-01-03 04:41:03.109385,"New credit","Car","1336.8132533527792"
306,W_Handle leads,User_33,2020-01-03 04:41:03.109385,2020-01-03 04:41:43.869237,"New credit","Other, see explanation","0.06486702534235081"
278,W_Complete application,User_29,2020-01-03 04:07:31.901345,2020-01-03 04:41:59.724023,"New credit","Existing loan takeover","133.45772423301162"
301,W_Complete application,User_38,2020-01-03 04:36:39.156114,2020-01-03 04:42:14.821750,"New credit","Car","5.162172197756862"
